id,area,time,population,area_km2,area_population_density,foot_traffic,area_type,socially_vulnerable_zone,minorities_zone,student_zone,nightlife_zone,day_of_week,hour,is_weekend,is_night,weather,incident_count
222,Kvissentali,2026-01-28 12:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,12,0,0,clear,0
223,Maarjamõisa,2026-01-28 12:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,12,0,0,clear,0
224,Raadi-Kruusamäe,2026-01-28 12:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,12,0,0,clear,0
225,Ropka,2026-01-28 12:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,12,0,0,clear,0
226,Ropka tööstuse,2026-01-28 12:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,12,0,0,clear,0
227,Ränilinn,2026-01-28 12:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,12,0,0,clear,0
228,Supilinn,2026-01-28 12:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,12,0,0,clear,0
229,Tammelinn,2026-01-28 12:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,12,0,0,clear,0
230,Tähtvere,2026-01-28 12:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,12,0,0,clear,1
231,Vaksali,2026-01-28 12:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,12,0,0,clear,0
232,Variku,2026-01-28 12:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,12,0,0,clear,0
233,Veeriku,2026-01-28 12:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,12,0,0,clear,0
234,Ülejõe,2026-01-28 12:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,12,0,0,clear,0
235,Annelinn,2026-01-28 13:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,13,0,0,clear,0
236,Ihaste,2026-01-28 13:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,13,0,0,clear,0
237,Jaamamõisa,2026-01-28 13:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,13,0,0,clear,0
238,Karlova,2026-01-28 13:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,13,0,0,clear,0
239,Kesklinn,2026-01-28 13:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,13,0,0,clear,0
240,Kvissentali,2026-01-28 13:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,13,0,0,clear,0
241,Maarjamõisa,2026-01-28 13:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,13,0,0,clear,0
242,Raadi-Kruusamäe,2026-01-28 13:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,13,0,0,clear,0
243,Ropka,2026-01-28 13:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,13,0,0,clear,0
244,Ropka tööstuse,2026-01-28 13:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,13,0,0,clear,0
245,Ränilinn,2026-01-28 13:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,13,0,0,clear,0
246,Supilinn,2026-01-28 13:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,13,0,0,clear,0
247,Tammelinn,2026-01-28 13:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,13,0,0,clear,0
248,Tähtvere,2026-01-28 13:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,13,0,0,clear,0
249,Vaksali,2026-01-28 13:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,13,0,0,clear,0
250,Variku,2026-01-28 13:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,13,0,0,clear,0
251,Veeriku,2026-01-28 13:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,13,0,0,clear,0
252,Ülejõe,2026-01-28 13:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,13,0,0,clear,0
253,Annelinn,2026-01-28 14:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,14,0,0,clear,0
254,Ihaste,2026-01-28 14:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,14,0,0,clear,0
255,Jaamamõisa,2026-01-28 14:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,14,0,0,clear,0
256,Karlova,2026-01-28 14:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,14,0,0,clear,0
257,Kesklinn,2026-01-28 14:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,14,0,0,clear,0
258,Kvissentali,2026-01-28 14:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,14,0,0,clear,0
259,Maarjamõisa,2026-01-28 14:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,14,0,0,clear,0
260,Raadi-Kruusamäe,2026-01-28 14:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,14,0,0,clear,0
261,Ropka,2026-01-28 14:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,14,0,0,clear,0
262,Ropka tööstuse,2026-01-28 14:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,14,0,0,clear,0
263,Ränilinn,2026-01-28 14:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,14,0,0,clear,0
264,Supilinn,2026-01-28 14:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,14,0,0,clear,0
265,Tammelinn,2026-01-28 14:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,14,0,0,clear,0
266,Tähtvere,2026-01-28 14:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,14,0,0,clear,0
267,Vaksali,2026-01-28 14:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,14,0,0,clear,0
268,Variku,2026-01-28 14:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,14,0,0,clear,0
269,Veeriku,2026-01-28 14:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,14,0,0,clear,0
270,Ülejõe,2026-01-28 14:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,14,0,0,clear,0
271,Annelinn,2026-01-28 15:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,15,0,0,clear,2
272,Ihaste,2026-01-28 15:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,15,0,0,clear,0
273,Jaamamõisa,2026-01-28 15:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,15,0,0,clear,1
274,Karlova,2026-01-28 15:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,15,0,0,clear,0
275,Kesklinn,2026-01-28 15:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,15,0,0,clear,1
276,Kvissentali,2026-01-28 15:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,15,0,0,clear,0
277,Maarjamõisa,2026-01-28 15:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,15,0,0,clear,0
278,Raadi-Kruusamäe,2026-01-28 15:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,15,0,0,clear,0
279,Ropka,2026-01-28 15:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,15,0,0,clear,0
280,Ropka tööstuse,2026-01-28 15:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,15,0,0,clear,0
281,Ränilinn,2026-01-28 15:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,15,0,0,clear,0
282,Supilinn,2026-01-28 15:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,15,0,0,clear,0
283,Tammelinn,2026-01-28 15:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,15,0,0,clear,0
284,Tähtvere,2026-01-28 15:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,15,0,0,clear,0
285,Vaksali,2026-01-28 15:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,15,0,0,clear,0
286,Variku,2026-01-28 15:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,15,0,0,clear,0
287,Veeriku,2026-01-28 15:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,15,0,0,clear,0
288,Ülejõe,2026-01-28 15:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,15,0,0,clear,0
289,Annelinn,2026-01-28 16:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,16,0,0,clear,0
290,Ihaste,2026-01-28 16:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,16,0,0,clear,0
291,Jaamamõisa,2026-01-28 16:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,16,0,0,clear,0
292,Karlova,2026-01-28 16:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,16,0,0,clear,0
293,Kesklinn,2026-01-28 16:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,16,0,0,clear,0
294,Kvissentali,2026-01-28 16:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,16,0,0,clear,0
295,Maarjamõisa,2026-01-28 16:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,16,0,0,clear,0
296,Raadi-Kruusamäe,2026-01-28 16:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,16,0,0,clear,0
297,Ropka,2026-01-28 16:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,16,0,0,clear,0
298,Ropka tööstuse,2026-01-28 16:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,16,0,0,clear,0
299,Ränilinn,2026-01-28 16:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,16,0,0,clear,1
300,Supilinn,2026-01-28 16:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,16,0,0,clear,0
301,Tammelinn,2026-01-28 16:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,16,0,0,clear,0
302,Tähtvere,2026-01-28 16:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,16,0,0,clear,0
303,Vaksali,2026-01-28 16:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,16,0,0,clear,0
304,Variku,2026-01-28 16:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,16,0,0,clear,0
305,Veeriku,2026-01-28 16:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,16,0,0,clear,0
306,Ülejõe,2026-01-28 16:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,16,0,0,clear,0
307,Annelinn,2026-01-28 17:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,17,0,0,clear,0
308,Ihaste,2026-01-28 17:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,17,0,0,clear,0
309,Jaamamõisa,2026-01-28 17:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,17,0,0,clear,0
310,Karlova,2026-01-28 17:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,17,0,0,clear,1
311,Kesklinn,2026-01-28 17:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,17,0,0,clear,0
312,Kvissentali,2026-01-28 17:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,17,0,0,clear,0
313,Maarjamõisa,2026-01-28 17:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,17,0,0,clear,0
314,Raadi-Kruusamäe,2026-01-28 17:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,17,0,0,clear,0
315,Ropka,2026-01-28 17:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,17,0,0,clear,0
316,Ropka tööstuse,2026-01-28 17:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,17,0,0,clear,0
317,Ränilinn,2026-01-28 17:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,17,0,0,clear,1
318,Supilinn,2026-01-28 17:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,17,0,0,clear,0
319,Tammelinn,2026-01-28 17:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,17,0,0,clear,1
320,Tähtvere,2026-01-28 17:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,17,0,0,clear,0
321,Vaksali,2026-01-28 17:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,17,0,0,clear,0
322,Variku,2026-01-28 17:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,17,0,0,clear,0
323,Veeriku,2026-01-28 17:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,17,0,0,clear,0
324,Ülejõe,2026-01-28 17:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,17,0,0,clear,0
325,Annelinn,2026-01-28 18:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,18,0,0,clear,0
326,Ihaste,2026-01-28 18:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,18,0,0,clear,1
327,Jaamamõisa,2026-01-28 18:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,18,0,0,clear,0
328,Karlova,2026-01-28 18:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,18,0,0,clear,0
329,Kesklinn,2026-01-28 18:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,18,0,0,clear,1
330,Kvissentali,2026-01-28 18:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,18,0,0,clear,0
331,Maarjamõisa,2026-01-28 18:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,18,0,0,clear,0
332,Raadi-Kruusamäe,2026-01-28 18:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,18,0,0,clear,0
333,Ropka,2026-01-28 18:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,18,0,0,clear,0
334,Ropka tööstuse,2026-01-28 18:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,18,0,0,clear,0
335,Ränilinn,2026-01-28 18:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,18,0,0,clear,1
336,Supilinn,2026-01-28 18:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,18,0,0,clear,0
337,Tammelinn,2026-01-28 18:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,18,0,0,clear,0
338,Tähtvere,2026-01-28 18:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,18,0,0,clear,0
339,Vaksali,2026-01-28 18:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,18,0,0,clear,0
340,Variku,2026-01-28 18:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,18,0,0,clear,0
341,Veeriku,2026-01-28 18:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,18,0,0,clear,0
342,Ülejõe,2026-01-28 18:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,18,0,0,clear,1
343,Annelinn,2026-01-28 19:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,19,0,0,clear,0
344,Ihaste,2026-01-28 19:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,19,0,0,clear,0
345,Jaamamõisa,2026-01-28 19:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,19,0,0,clear,0
346,Karlova,2026-01-28 19:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,19,0,0,clear,2
347,Kesklinn,2026-01-28 19:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,19,0,0,clear,1
348,Kvissentali,2026-01-28 19:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,19,0,0,clear,0
349,Maarjamõisa,2026-01-28 19:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,19,0,0,clear,0
350,Raadi-Kruusamäe,2026-01-28 19:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,19,0,0,clear,0
351,Ropka,2026-01-28 19:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,19,0,0,clear,0
352,Ropka tööstuse,2026-01-28 19:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,19,0,0,clear,1
353,Ränilinn,2026-01-28 19:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,19,0,0,clear,0
354,Supilinn,2026-01-28 19:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,19,0,0,clear,0
355,Tammelinn,2026-01-28 19:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,19,0,0,clear,0
356,Tähtvere,2026-01-28 19:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,19,0,0,clear,0
357,Vaksali,2026-01-28 19:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,19,0,0,clear,1
358,Variku,2026-01-28 19:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,19,0,0,clear,0
359,Veeriku,2026-01-28 19:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,19,0,0,clear,0
360,Ülejõe,2026-01-28 19:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,19,0,0,clear,0
361,Annelinn,2026-01-28 20:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,20,0,0,clear,0
362,Ihaste,2026-01-28 20:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,20,0,0,clear,0
363,Jaamamõisa,2026-01-28 20:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,20,0,0,clear,0
364,Karlova,2026-01-28 20:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,20,0,0,clear,1
365,Kesklinn,2026-01-28 20:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,20,0,0,clear,0
366,Kvissentali,2026-01-28 20:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,20,0,0,clear,0
367,Maarjamõisa,2026-01-28 20:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,20,0,0,clear,0
368,Raadi-Kruusamäe,2026-01-28 20:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,20,0,0,clear,0
369,Ropka,2026-01-28 20:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,20,0,0,clear,0
370,Ropka tööstuse,2026-01-28 20:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,20,0,0,clear,0
371,Ränilinn,2026-01-28 20:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,20,0,0,clear,0
372,Supilinn,2026-01-28 20:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,20,0,0,clear,0
373,Tammelinn,2026-01-28 20:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,20,0,0,clear,0
374,Tähtvere,2026-01-28 20:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,20,0,0,clear,0
375,Vaksali,2026-01-28 20:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,20,0,0,clear,0
376,Variku,2026-01-28 20:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,20,0,0,clear,0
377,Veeriku,2026-01-28 20:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,20,0,0,clear,1
378,Ülejõe,2026-01-28 20:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,20,0,0,clear,0
379,Annelinn,2026-01-28 21:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,21,0,1,clear,0
380,Ihaste,2026-01-28 21:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,21,0,1,clear,0
381,Jaamamõisa,2026-01-28 21:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,21,0,1,clear,0
382,Karlova,2026-01-28 21:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,21,0,1,clear,1
383,Kesklinn,2026-01-28 21:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,21,0,1,clear,2
384,Kvissentali,2026-01-28 21:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,21,0,1,clear,0
385,Maarjamõisa,2026-01-28 21:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,21,0,1,clear,0
386,Raadi-Kruusamäe,2026-01-28 21:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,21,0,1,clear,0
387,Ropka,2026-01-28 21:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,21,0,1,clear,1
388,Ropka tööstuse,2026-01-28 21:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,21,0,1,clear,0
389,Ränilinn,2026-01-28 21:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,21,0,1,clear,0
390,Supilinn,2026-01-28 21:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,21,0,1,clear,0
391,Tammelinn,2026-01-28 21:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,21,0,1,clear,0
392,Tähtvere,2026-01-28 21:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,21,0,1,clear,0
393,Vaksali,2026-01-28 21:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,21,0,1,clear,2
394,Variku,2026-01-28 21:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,21,0,1,clear,0
395,Veeriku,2026-01-28 21:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,21,0,1,clear,0
396,Ülejõe,2026-01-28 21:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,21,0,1,clear,1
397,Annelinn,2026-01-28 22:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,22,0,1,clear,0
398,Ihaste,2026-01-28 22:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,22,0,1,clear,0
399,Jaamamõisa,2026-01-28 22:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,22,0,1,clear,1
400,Karlova,2026-01-28 22:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,22,0,1,clear,1
401,Kesklinn,2026-01-28 22:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,22,0,1,clear,4
402,Kvissentali,2026-01-28 22:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,22,0,1,clear,0
403,Maarjamõisa,2026-01-28 22:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,22,0,1,clear,0
404,Raadi-Kruusamäe,2026-01-28 22:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,22,0,1,clear,0
405,Ropka,2026-01-28 22:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,22,0,1,clear,0
406,Ropka tööstuse,2026-01-28 22:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,22,0,1,clear,0
407,Ränilinn,2026-01-28 22:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,22,0,1,clear,0
408,Supilinn,2026-01-28 22:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,22,0,1,clear,0
409,Tammelinn,2026-01-28 22:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,22,0,1,clear,0
410,Tähtvere,2026-01-28 22:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,22,0,1,clear,1
411,Vaksali,2026-01-28 22:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,22,0,1,clear,0
412,Variku,2026-01-28 22:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,22,0,1,clear,0
413,Veeriku,2026-01-28 22:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,22,0,1,clear,0
414,Ülejõe,2026-01-28 22:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,22,0,1,clear,0
415,Annelinn,2026-01-28 23:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Wednesday,23,0,1,clear,0
416,Ihaste,2026-01-28 23:00:00,3050,4.8,635,low,residential,0,0,0,0,Wednesday,23,0,1,clear,0
417,Jaamamõisa,2026-01-28 23:00:00,3464,1.5,2309,low,residential,1,1,0,0,Wednesday,23,0,1,clear,0
418,Karlova,2026-01-28 23:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Wednesday,23,0,1,clear,2
419,Kesklinn,2026-01-28 23:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Wednesday,23,0,1,clear,0
420,Kvissentali,2026-01-28 23:00:00,865,1.509,573,low,residential,0,0,0,0,Wednesday,23,0,1,clear,0
421,Maarjamõisa,2026-01-28 23:00:00,477,1.133,421,low,residential,0,0,0,0,Wednesday,23,0,1,clear,0
422,Raadi-Kruusamäe,2026-01-28 23:00:00,4804,2.828,1699,low,residential,0,0,0,0,Wednesday,23,0,1,clear,0
423,Ropka,2026-01-28 23:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Wednesday,23,0,1,clear,1
424,Ropka tööstuse,2026-01-28 23:00:00,2198,3.249,676,low,commercial,1,1,0,0,Wednesday,23,0,1,clear,0
425,Ränilinn,2026-01-28 23:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Wednesday,23,0,1,clear,0
426,Supilinn,2026-01-28 23:00:00,2307,0.483,4776,low,residential,1,0,1,0,Wednesday,23,0,1,clear,0
427,Tammelinn,2026-01-28 23:00:00,8118,3.182,2551,low,residential,0,0,0,0,Wednesday,23,0,1,clear,0
428,Tähtvere,2026-01-28 23:00:00,3158,2.5,1263,low,residential,0,0,0,0,Wednesday,23,0,1,clear,0
429,Vaksali,2026-01-28 23:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Wednesday,23,0,1,clear,1
430,Variku,2026-01-28 23:00:00,1714,0.761,2252,low,residential,1,0,0,0,Wednesday,23,0,1,clear,0
431,Veeriku,2026-01-28 23:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Wednesday,23,0,1,clear,0
432,Ülejõe,2026-01-28 23:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Wednesday,23,0,1,clear,1
433,Annelinn,2026-01-29 00:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Thursday,0,0,1,rain,1
434,Ihaste,2026-01-29 00:00:00,3050,4.8,635,low,residential,0,0,0,0,Thursday,0,0,1,rain,0
435,Jaamamõisa,2026-01-29 00:00:00,3464,1.5,2309,low,residential,1,1,0,0,Thursday,0,0,1,rain,0
436,Karlova,2026-01-29 00:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Thursday,0,0,1,rain,0
437,Kesklinn,2026-01-29 00:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Thursday,0,0,1,rain,0
438,Kvissentali,2026-01-29 00:00:00,865,1.509,573,low,residential,0,0,0,0,Thursday,0,0,1,rain,0
439,Maarjamõisa,2026-01-29 00:00:00,477,1.133,421,low,residential,0,0,0,0,Thursday,0,0,1,rain,1
440,Raadi-Kruusamäe,2026-01-29 00:00:00,4804,2.828,1699,low,residential,0,0,0,0,Thursday,0,0,1,rain,0
441,Ropka,2026-01-29 00:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Thursday,0,0,1,rain,0
442,Ropka tööstuse,2026-01-29 00:00:00,2198,3.249,676,low,commercial,1,1,0,0,Thursday,0,0,1,rain,0
443,Ränilinn,2026-01-29 00:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Thursday,0,0,1,rain,0
444,Supilinn,2026-01-29 00:00:00,2307,0.483,4776,low,residential,1,0,1,0,Thursday,0,0,1,rain,0
